"Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"116","Robert Covington","PF","31","POR","46","38","29.6","2.8","7.0",".396","1.7","4.8",".361","1.1","2.3",".471",".519","0.6","0.7",".824","0.8","4.7","5.6","1.2","1.5","1.3","1.1","2.7","7.9"
"117","Torrey Craig","SF","31","IND","46","9","18.9","2.4","5.1",".466","0.8","2.5",".319","1.6","2.6",".608",".544","0.5","0.7",".806","1.2","2.5","3.6","1.1","0.4","0.4","0.7","1.8","6.1"
"118","Jae Crowder","PF","31","PHO","39","39","28.1","3.2","7.8",".408","1.9","5.3",".361","1.3","2.6",".505",".529","0.9","1.2",".804","0.3","4.5","4.9","1.4","1.3","0.5","0.9","2.4","9.3"
"119","Jarrett Culver","SG","22","MEM","23","0","9.8","1.6","3.7",".419","0.3","1.2",".286","1.2","2.5",".483",".465","0.5","0.9",".524","0.3","1.3","1.6","1.0","0.6","0.1","0.4","1.1","4.0"
"120","Jarron Cumberland","SG","24","POR","3","0","4.0","0.3","0.7",".500","0.0","0.3",".000","0.3","0.3","1.000",".500","0.0","0.0","","0.3","0.7","1.0","0.3","0.0","0.0","0.0","0.7","0.7"
"121","Cade Cunningham","PG","20","DET","40","40","32.3","6.1","15.2",".397","2.1","6.4",".331","4.0","8.9",".445",".466","1.9","2.2",".860","0.9","4.6","5.5","5.4","1.3","0.7","3.5","3.0","16.1"
"122","Seth Curry","SG","31","PHI","41","41","34.8","5.9","11.7",".504","2.3","5.5",".413","3.6","6.2",".584",".601","1.6","1.8",".877","0.4","3.0","3.4","4.0","0.8","0.2","1.9","2.2","15.6"
"123","Stephen Curry","PG","33","GSW","46","46","34.7","8.3","20.0",".415","4.7","12.6",".376","3.6","7.4",".482",".534","4.3","4.8",".913","0.7","4.8","5.5","6.3","1.5","0.4","3.3","2.0","25.7"
"124","Anthony Davis","C","28","LAL","30","30","35.1","9.3","17.7",".524","0.4","2.0",".180","8.9","15.7",".568",".534","4.3","5.8",".731","2.7","6.9","9.5","2.8","1.2","2.1","2.2","2.5","23.2"
"125","Ed Davis","C","32","CLE","15","3","8.8","0.6","0.9",".643","0.0","0.0","","0.6","0.9",".643",".643","0.2","0.5",".375","0.5","2.4","2.9","0.2","0.2","0.5","0.2","1.5","1.4"
"126","Terence Davis","SG","24","SAC","30","11","17.9","3.8","8.9",".423","1.6","5.0",".329","2.1","3.9",".542",".515","1.2","1.5",".818","0.4","2.8","3.1","1.3","0.8","0.4","1.1","2.3","10.4"
"127","Gabriel Deck","PF","26","OKC","7","0","8.0","1.1","2.0",".571","0.3","0.6",".500","0.9","1.4",".600",".643","0.0","0.0","","0.1","0.7","0.9","0.7","0.1","0.0","0.3","0.3","2.6"
"128","Dewayne Dedmon","C","32","MIA","43","15","16.7","2.6","4.4",".589","0.3","0.5",".522","2.3","3.9",".599",".621","1.0","1.3",".776","1.9","4.4","6.3","0.8","0.4","0.5","1.0","2.2","6.5"
"129","Sam Dekker","PF","27","TOR","1","0","1.0","0.0","0.0","","0.0","0.0","","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"130","Javin DeLaurier","C","23","MIL","1","0","3.0","0.0","0.0","","0.0","0.0","","0.0","0.0","","","0.0","0.0","","0.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0","0.0"
"131","DeMar DeRozan","PF","32","CHI","45","45","34.9","9.6","19.1",".502","0.6","1.8",".346","9.0","17.3",".519",".519","6.6","7.7",".859","0.8","4.2","5.0","5.0","0.8","0.3","2.2","2.2","26.4"
"132","Mamadi Diakite","PF","25","OKC","8","0","11.6","1.5","2.9",".522","0.0","0.1",".000","1.5","2.8",".545",".522","0.0","0.3",".000","1.0","2.3","3.3","0.0","0.5","0.5","0.5","2.5","3.0"
"133","Cheick Diallo","C","25","DET","3","0","10.3","1.0","2.7",".375","0.0","0.0","","1.0","2.7",".375",".375","1.7","2.0",".833","1.3","2.7","4.0","0.0","0.3","0.0","0.3","2.0","3.7"
"134","Hamidou Diallo","SG","23","DET","42","25","22.5","4.4","8.9",".497","0.4","1.6",".258","4.0","7.3",".549",".520","1.3","2.0",".640","1.2","3.4","4.6","1.3","1.2","0.4","1.1","2.6","10.6"
"135","Gorgui Dieng","C","32","ATL","34","3","9.3","1.2","2.6",".460","0.6","1.4",".396","0.6","1.1",".538",".569","0.5","0.7",".739","0.8","2.2","3.0","0.8","0.3","0.4","0.5","1.3","3.4"
"136","Spencer Dinwiddie","PG","28","WAS","40","40","30.5","4.4","11.4",".386","1.7","5.3",".315","2.7","6.1",".449",".459","2.7","3.3",".812","0.8","3.8","4.5","5.7","0.6","0.2","1.6","2.5","13.2"
"137","Donte DiVincenzo","SG","25","MIL","13","0","20.0","2.0","6.8",".292","1.2","4.3",".268","0.8","2.5",".333",".376","1.6","1.8",".913","1.2","2.7","3.8","1.7","0.7","0.2","1.5","1.7","6.8"
"138","Luka Dončić","PG","22","DAL","36","36","35.0","9.2","20.7",".444","2.4","7.9",".309","6.7","12.8",".527",".503","4.8","6.6",".737","0.8","8.1","8.9","8.9","1.2","0.5","4.4","2.3","25.6"
"139","Luguentz Dort","SF","22","OKC","44","44","32.4","5.5","13.8",".402","2.4","7.4",".327","3.1","6.4",".489",".490","2.8","3.3",".855","0.7","3.4","4.1","1.7","0.9","0.4","1.5","3.0","16.3"
"140","Ayo Dosunmu","SG","22","CHI","45","11","23.4","3.0","5.7",".529","0.8","2.0",".422","2.2","3.7",".588",".604","0.7","1.1",".647","0.4","2.3","2.7","2.2","0.6","0.4","1.1","2.0","7.6"
"141","Damyean Dotson","SG","27","NYK","2","0","10.5","1.0","2.0",".500","0.0","0.5",".000","1.0","1.5",".667",".500","0.0","0.0","","0.0","1.0","1.0","0.5","0.0","0.0","0.0","0.0","2.0"
"142","Devon Dotson","PG","22","CHI","11","0","7.7","1.0","2.1",".478","0.2","0.8",".222","0.8","1.3",".643",".522","0.5","0.8",".556","0.1","0.7","0.8","1.4","0.1","0.0","0.5","1.0","2.6"
"143","Sekou Doumbouya","PF","21","LAL","2","0","8.0","2.5","4.0",".625","0.5","1.0",".500","2.0","3.0",".667",".688","1.5","2.0",".750","1.0","2.0","3.0","0.0","1.5","1.0","1.0","0.5","7.0"
"144","Jeff Dowtin","PG","24","TOT","5","0","6.2","0.6","1.4",".429","0.0","0.4",".000","0.6","1.0",".600",".429","0.0","0.0","","0.2","1.2","1.4","0.6","0.0","0.2","0.2","0.4","1.2"
"144","Jeff Dowtin","PG","24","GSW","4","0","7.0","0.8","1.5",".500","0.0","0.3",".000","0.8","1.3",".600",".500","0.0","0.0","","0.3","1.5","1.8","0.8","0.0","0.3","0.3","0.5","1.5"
"144","Jeff Dowtin","PG","24","MIL","1","0","3.0","0.0","1.0",".000","0.0","1.0",".000","0.0","0.0","",".000","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"145","PJ Dozier","SG","25","DEN","18","0","18.9","2.0","5.5",".364","0.8","2.7",".313","1.2","2.8",".412",".439","0.6","0.7",".769","0.8","2.7","3.5","1.6","0.6","0.3","0.7","1.8","5.4"
"146","Goran Dragić","PG","35","TOR","5","2","18.0","2.6","6.8",".382","0.8","2.8",".286","1.8","4.0",".450",".441","2.0","2.0","1.000","0.4","2.4","2.8","1.8","1.0","0.2","0.2","1.6","8.0"
"147","Andre Drummond","C","28","PHI","44","11","18.2","2.5","4.8",".531","0.0","0.0",".000","2.5","4.8",".536",".531","1.0","1.8",".519","2.7","6.0","8.8","1.8","1.1","0.9","1.7","2.4","6.0"
"148","Chris Duarte","SG","24","IND","43","31","28.8","5.1","11.6",".436","1.7","5.0",".350","3.3","6.7",".500",".511","1.4","1.9",".747","0.7","3.4","4.2","2.2","1.1","0.2","1.6","1.7","13.3"
"149","David Duke Jr.","PG","22","BRK","14","7","17.4","2.1","5.6",".372","0.5","1.8",".280","1.6","3.8",".415",".417","1.0","1.2",".824","1.9","2.1","4.1","0.9","0.5","0.4","0.6","2.0","5.6"
"150","Kevin Durant","PF","33","BRK","36","36","36.5","10.5","20.3",".520","1.9","5.0",".372","8.7","15.3",".568",".566","6.3","7.1",".894","0.6","6.9","7.4","5.8","0.8","0.9","3.0","1.9","29.3"
"151","Jaime Echenique","C","24","WAS","1","0","3.0","0.0","0.0","","0.0","0.0","","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"152","Anthony Edwards","SG","20","MIN","44","44","35.2","8.2","18.4",".444","3.3","8.9",".366","4.9","9.5",".518",".533","3.0","3.8",".807","1.0","4.1","5.1","3.7","1.6","0.7","3.0","2.3","22.7"
"153","Kessler Edwards","SF","21","BRK","18","11","27.1","3.1","7.0",".444","1.3","3.4",".393","1.8","3.6",".492",".540","0.3","0.4",".750","1.2","3.3","4.5","0.8","0.8","0.8","1.2","2.2","7.9"
"154","Rob Edwards","SG","25","OKC","2","0","5.5","0.5","2.0",".250","0.5","2.0",".250","0.0","0.0","",".375","0.0","0.0","","0.0","1.5","1.5","0.0","0.0","0.0","0.5","0.0","1.5"
"155","CJ Elleby","SF","21","POR","27","0","11.2","1.4","3.3",".432","0.5","1.6",".318","0.9","1.6",".545",".511","0.6","0.7",".833","0.6","1.6","2.1","0.9","0.5","0.1","0.4","1.4","3.9"
"156","Wayne Ellington","SG","34","LAL","33","9","19.5","2.1","5.4",".395","1.9","4.8",".388","0.2","0.5",".471",".571","0.1","0.2",".800","0.2","1.5","1.7","0.7","0.5","0.1","0.5","1.0","6.2"
"157","Joel Embiid","C","27","PHI","38","38","32.9","9.4","18.9",".499","1.3","3.4",".366","8.2","15.4",".528",".532","9.0","11.1",".811","2.0","8.7","10.8","4.4","0.9","1.4","3.0","2.6","29.1"
"158","James Ennis III","SF","31","TOT","7","0","8.0","1.6","3.4",".458","0.4","1.1",".375","1.1","2.3",".500",".521","0.6","0.7",".800","0.7","1.0","1.7","0.4","0.3","0.3","0.3","0.7","4.1"
"158","James Ennis III","SF","31","BRK","2","0","7.0","1.0","3.5",".286","0.5","1.0",".500","0.5","2.5",".200",".357","0.0","0.0","","1.0","1.5","2.5","0.0","0.5","0.5","0.0","0.0","2.5"
"158","James Ennis III","SF","31","LAC","2","0","14.0","3.5","5.5",".636","1.0","2.0",".500","2.5","3.5",".714",".727","2.0","2.0","1.000","1.0","1.5","2.5","0.0","0.5","0.5","0.5","2.0","10.0"
"158","James Ennis III","SF","31","DEN","3","0","4.7","0.7","2.0",".333","0.0","0.7",".000","0.7","1.3",".500",".333","0.0","0.3",".000","0.3","0.3","0.7","1.0","0.0","0.0","0.3","0.3","1.3"
"159","Drew Eubanks","C","24","SAS","46","9","12.4","1.8","3.4",".523","0.0","0.2",".125","1.7","3.2",".544",".526","1.2","1.5",".761","1.3","2.8","4.1","1.1","0.3","0.6","1.0","1.3","4.7"
"160","Tacko Fall","C","26","CLE","11","1","5.4","0.5","1.1",".417","0.0","0.0","","0.5","1.1",".417",".417","0.2","0.6",".286","0.6","1.5","2.1","0.2","0.0","0.5","0.3","0.3","1.1"
"161","Derrick Favors","C","30","OKC","31","13","16.0","2.4","4.7",".497","0.1","0.4",".167","2.3","4.4",".526",".503","0.3","0.6",".556","1.5","3.2","4.7","0.8","0.4","0.2","0.2","1.5","5.1"
"162","Bruno Fernando","C","23","BOS","16","0","2.7","0.3","0.5",".500","0.0","0.0","","0.3","0.5",".500",".500","0.3","0.3",".800","0.4","0.3","0.7","0.1","0.0","0.1","0.3","0.3","0.8"
"163","Dorian Finney-Smith","PF","28","DAL","50","50","32.0","3.7","8.5",".442","1.8","5.0",".365","1.9","3.4",".556",".551","0.8","1.2",".672","1.6","3.2","4.8","1.9","1.2","0.5","1.0","2.2","10.1"
"164","Malik Fitts","PF","24","UTA","7","0","5.0","0.3","1.3",".222","0.3","0.6",".500","0.0","0.7",".000",".333","0.0","0.0","","0.0","1.4","1.4","0.0","0.0","0.0","0.3","0.4","0.9"
"165","Malachi Flynn","PG","23","TOR","29","1","9.1","1.2","3.2",".372","0.5","1.7",".292","0.7","1.6",".457",".447","0.2","0.3",".667","0.2","0.9","1.1","1.0","0.4","0.1","0.3","0.9","3.1"
"166","Bryn Forbes","SG","28","TOT","46","1","17.3","3.3","7.7",".426","1.6","3.8",".414","1.7","3.9",".438",".528","1.0","1.2",".906","0.1","1.3","1.5","1.0","0.4","0.1","0.8","1.2","9.1"
"166","Bryn Forbes","SG","28","SAS","40","1","16.9","3.2","7.4",".432","1.6","3.8",".417","1.6","3.6",".448",".539","1.1","1.2",".898","0.1","1.5","1.6","1.0","0.4","0.1","0.8","1.1","9.1"
"166","Bryn Forbes","SG","28","DEN","6","0","19.8","3.7","9.3",".393","1.5","3.8",".391","2.2","5.5",".394",".473","0.7","0.7","1.000","0.2","0.5","0.7","1.0","0.0","0.0","0.3","2.0","9.5"
"167","Aleem Ford","SF","24","ORL","5","0","14.8","1.2","4.0",".300","0.4","3.0",".133","0.8","1.0",".800",".350","0.0","0.0","","0.4","2.6","3.0","0.4","0.2","0.0","0.8","1.4","2.8"
"168","Trent Forrest","PG","23","UTA","39","3","10.4","0.9","1.7",".537","0.1","0.2",".250","0.9","1.5",".576",".552","0.5","0.6",".760","0.3","1.2","1.6","1.1","0.3","0.1","0.8","0.6","2.4"
"169","Evan Fournier","SG","29","NYK","48","48","28.7","5.0","11.8",".420","2.7","7.0",".390","2.2","4.8",".463",".535","1.0","1.4",".716","0.5","2.3","2.9","1.8","0.9","0.3","1.3","2.0","13.6"
"170","De'Aaron Fox","PG","24","SAC","43","43","34.1","7.9","17.2",".458","0.9","3.7",".248","7.0","13.5",".515",".484","4.4","5.9",".744","0.5","3.3","3.8","5.2","1.2","0.4","2.8","2.8","21.0"
"171","Tim Frazier","PG","31","ORL","10","3","20.0","1.3","4.3",".302","0.6","1.7",".353","0.7","2.6",".269",".372","0.5","0.9",".556","0.5","1.4","1.9","3.3","0.3","0.1","1.3","2.4","3.7"
"172","Enes Freedom","C","29","BOS","32","1","12.3","1.5","2.8",".533","0.0","0.1",".250","1.5","2.7",".547",".539","0.7","0.8",".846","1.8","2.8","4.6","0.2","0.2","0.4","0.6","1.2","3.7"
"173","Wenyen Gabriel","PF","24","TOT","7","0","6.7","0.7","1.9",".385","0.3","0.7",".400","0.4","1.1",".375",".462","0.3","0.6",".500","0.7","1.4","2.1","0.3","0.1","0.3","0.4","1.6","2.0"
"173","Wenyen Gabriel","PF","24","BRK","1","0","1.0","0.0","0.0","","0.0","0.0","","0.0","0.0","","","0.0","0.0","","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0"
"173","Wenyen Gabriel","PF","24","LAC","6","0","7.7","0.8","2.2",".385","0.3","0.8",".400","0.5","1.3",".375",".462","0.3","0.7",".500","0.8","1.5","2.3","0.3","0.2","0.3","0.5","1.8","2.3"
"174","Daniel Gafford","C","23","WAS","45","45","21.2","3.9","5.6",".689","0.0","0.0","","3.9","5.6",".689",".689","1.4","1.9",".750","2.2","3.9","6.1","1.0","0.4","1.6","1.0","2.4","9.2"
"175","Danilo Gallinari","PF","33","ATL","39","1","23.2","3.3","7.8",".422","1.6","4.1",".394","1.7","3.7",".452",".525","2.1","2.3",".909","0.5","3.9","4.4","1.4","0.4","0.2","0.6","1.4","10.3"
"176","Langston Galloway","SG","30","TOT","7","0","15.3","0.9","3.7",".231","0.3","2.3",".125","0.6","1.4",".400",".269","0.0","0.0","","0.4","2.1","2.6","1.7","0.1","0.0","0.9","1.0","2.0"
"176","Langston Galloway","SG","30","BRK","4","0","14.5","1.3","3.3",".385","0.5","2.0",".250","0.8","1.3",".600",".462","0.0","0.0","","0.3","1.8","2.0","1.3","0.0","0.0","1.3","1.3","3.0"
"176","Langston Galloway","SG","30","MIL","3","0","16.3","0.3","4.3",".077","0.0","2.7",".000","0.3","1.7",".200",".077","0.0","0.0","","0.7","2.7","3.3","2.3","0.3","0.0","0.3","0.7","0.7"
"177","Darius Garland","PG","22","CLE","44","44","34.7","7.5","16.0",".467","2.5","6.8",".369","5.0","9.2",".541",".546","2.2","2.5",".907","0.5","2.8","3.3","8.2","1.2","0.1","3.6","1.7","19.8"
"178","Marcus Garrett","SG","23","MIA","12","0","10.7","0.4","1.8",".238","0.1","0.3",".250","0.3","1.4",".235",".262","0.2","0.4",".400","0.8","1.2","1.9","0.6","0.4","0.3","0.2","1.3","1.1"
"179","Usman Garuba","PF","19","HOU","15","0","7.0","0.5","1.6",".333","0.1","0.9",".154","0.4","0.7",".545",".375","0.1","0.1",".500","0.6","1.7","2.3","0.5","0.5","0.4","0.2","0.6","1.3"
"180","Luka Garza","C","23","DET","27","5","12.1","1.9","4.3",".436","0.5","1.5",".325","1.4","2.9",".494",".491","1.0","1.6",".643","1.7","1.3","3.1","0.6","0.3","0.1","0.6","1.7","5.3"
"181","Rudy Gay","PF","35","UTA","33","1","20.1","3.0","7.2",".414","1.5","4.2",".350","1.5","3.1",".500",".515","1.4","1.7",".836","1.0","3.6","4.6","1.2","0.6","0.4","0.8","1.9","8.8"
"182","Paul George","SF","31","LAC","26","26","35.5","9.0","21.4",".421","2.7","8.3",".323","6.3","13.0",".484",".484","4.0","4.5",".880","0.4","6.7","7.1","5.5","2.0","0.4","4.2","2.5","24.7"
"183","Taj Gibson","C","36","NYK","32","3","18.6","1.4","2.8",".500","0.1","0.5",".267","1.3","2.3",".548",".523","0.7","0.9",".724","1.6","2.9","4.5","0.7","0.4","0.9","0.7","2.8","3.5"
"184","Josh Giddey","SG","19","OKC","43","43","31.0","4.8","11.9",".406","1.1","4.1",".263","3.8","7.8",".481",".451","0.8","1.2",".660","1.7","5.8","7.5","6.1","1.0","0.4","2.9","1.7","11.6"
"185","Shai Gilgeous-Alexander","PG","23","OKC","43","43","34.6","7.8","18.3",".424","1.6","5.6",".278","6.2","12.7",".488",".466","5.6","6.9",".811","0.7","4.0","4.7","5.5","1.1","0.8","2.4","2.3","22.7"
"186","Anthony Gill","PF","29","WAS","19","0","6.0","0.9","1.4",".667","0.3","0.4",".714","0.7","1.1",".650",".759","0.6","0.7",".857","0.4","0.9","1.3","0.4","0.1","0.1","0.3","1.0","2.8"
"187","Freddie Gillespie","PF","24","ORL","9","2","13.2","1.0","2.4",".409","0.0","0.1",".000","1.0","2.3",".429",".409","0.3","0.8",".429","1.4","2.6","4.0","0.6","0.3","1.0","0.6","2.0","2.3"
"188","Rudy Gobert","C","29","UTA","42","42","32.5","5.6","8.0",".707","0.0","0.0",".000","5.6","7.9",".712",".707","4.7","6.8",".690","3.7","11.4","15.1","1.2","0.8","2.3","1.8","2.7","16.0"
"189","Brandon Goodwin","PG","26","CLE","10","0","13.7","1.9","5.1",".373","0.4","1.5",".267","1.5","3.6",".417",".412","0.3","1.0",".300","0.6","1.5","2.1","2.9","0.9","0.0","0.6","1.1","4.5"
"190","Jordan Goodwin","SG","23","WAS","2","0","3.0","0.0","1.5",".000","0.0","0.5",".000","0.0","1.0",".000",".000","0.0","0.0","","0.0","0.5","0.5","0.0","0.0","0.0","0.0","0.5","0.0"
"191","Aaron Gordon","PF","26","DEN","46","46","31.9","5.7","10.8",".522","1.2","3.5",".333","4.5","7.4",".611",".575","2.2","3.0",".741","1.7","3.9","5.6","2.5","0.7","0.6","1.8","1.9","14.7"
"192","Eric Gordon","SG","33","HOU","42","31","29.5","5.1","10.2",".498","2.2","5.1",".439","2.8","5.1",".556",".607","2.0","2.7",".752","0.3","1.7","2.0","3.2","0.5","0.4","2.1","1.1","14.4"
"193","Devonte' Graham","PG","26","NOP","45","45","31.4","4.6","12.5",".368","3.0","8.4",".355","1.6","4.0",".396",".488","1.8","2.2",".845","0.4","2.1","2.6","4.5","1.0","0.2","1.6","1.4","14.0"
"194","Jerami Grant","PF","27","DET","24","24","33.2","6.6","15.9",".414","1.8","5.3",".331","4.8","10.6",".455",".469","5.2","6.1",".849","1.0","3.9","4.8","2.6","1.1","1.1","2.1","2.3","20.1"
"195","Hassani Gravett","PG","25","ORL","8","3","21.4","2.3","4.8",".474","1.4","3.3",".423","0.9","1.5",".583",".618","0.4","0.5",".750","0.1","2.5","2.6","2.5","0.6","0.1","1.1","1.6","6.3"
"196","Danny Green","SF","34","PHI","31","21","23.2","2.4","5.6",".417","1.9","4.8",".393","0.5","0.8",".560",".586","0.3","0.3",".900","0.5","2.0","2.5","1.0","1.3","0.8","0.9","1.6","6.9"
"197","Draymond Green","PF","31","GSW","34","34","29.9","3.2","5.9",".537","0.4","1.2",".286","2.8","4.7",".604",".567","1.2","2.0",".597","1.1","6.4","7.6","7.4","1.4","1.2","3.1","2.8","7.9"
"198","Jalen Green","SG","19","HOU","34","34","30.0","4.8","12.8",".373","1.8","6.3",".290","2.9","6.5",".455",".445","2.9","3.5",".825","0.4","2.9","3.3","2.2","0.5","0.1","2.4","1.4","14.3"
"199","JaMychal Green","PF","31","DEN","37","7","14.6","2.1","4.7",".445","0.5","2.1",".256","1.5","2.6",".600",".503","1.0","1.1",".857","0.9","2.7","3.6","0.8","0.6","0.5","0.9","2.1","5.7"
"200","Javonte Green","SF","28","CHI","33","22","22.4","2.4","4.6",".523","0.4","1.3",".333","2.0","3.3",".596",".570","1.1","1.4",".787","1.5","2.6","4.1","1.0","0.8","0.5","0.5","2.2","6.3"
"201","Jeff Green","C","35","DEN","45","33","25.1","3.8","7.5",".513","0.8","2.4",".330","3.1","5.1",".597",".565","2.0","2.5",".802","0.6","2.7","3.2","1.2","0.3","0.5","1.0","2.4","10.4"
"202","Josh Green","SG","21","DAL","36","0","13.1","1.8","3.3",".550","0.3","0.8",".333","1.6","2.6",".613",".588","0.6","0.9",".710","0.6","1.2","1.8","1.3","0.6","0.2","0.5","1.6","4.5"
"203","Blake Griffin","PF","32","BRK","38","20","18.1","2.2","5.8",".388","0.5","2.6",".202","1.7","3.2",".542",".434","1.1","1.4",".727","1.1","3.3","4.4","2.1","0.5","0.3","0.4","1.9","6.1"
"204","Quentin Grimes","SG","21","NYK","32","2","15.7","2.0","4.8",".412","1.6","3.9",".403","0.4","0.9",".448",".575","0.2","0.3",".667","0.5","1.1","1.6","1.0","0.6","0.2","0.6","1.3","5.7"
"205","Kyle Guy","SG","24","MIA","10","0","13.9","2.3","4.8",".479","1.2","2.9",".414","1.1","1.9",".579",".604","0.4","0.5",".800","0.1","0.9","1.0","1.5","0.4","0.1","0.7","1.1","6.2"
"206","Rui Hachimura","PF","23","WAS","10","0","16.0","2.8","6.6",".424","0.7","2.1",".333","2.1","4.5",".467",".477","1.2","1.6",".750","0.3","3.4","3.7","0.9","0.2","0.3","0.7","0.6","7.5"
"207","Tyrese Haliburton","SG","21","SAC","47","47","34.2","5.3","11.3",".467","2.1","5.0",".425","3.2","6.3",".500",".560","1.6","2.0",".826","0.8","3.1","3.9","7.2","1.7","0.7","2.3","1.4","14.3"
"208","Tyler Hall","SG","24","NYK","1","0","2.0","0.0","0.0","","0.0","0.0","","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"209","R.J. Hampton","SG","20","ORL","42","1","19.4","2.5","6.7",".382","0.9","2.5",".364","1.6","4.1",".393",".452","1.1","1.9",".608","0.3","2.6","2.9","2.4","0.7","0.2","1.3","1.5","7.2"
"210","Tim Hardaway Jr.","SG","29","DAL","42","20","29.6","5.0","12.6",".394","2.4","7.2",".336","2.5","5.4",".473",".491","1.9","2.5",".757","0.3","3.4","3.7","2.2","0.9","0.1","0.8","1.8","14.2"
"211","James Harden","PG","32","BRK","42","42","37.0","6.8","16.1",".420","2.4","7.0",".337","4.4","9.1",".484",".493","7.1","8.1",".871","1.0","7.1","8.1","10.1","1.3","0.7","4.8","2.4","23.0"
"212","Maurice Harkless","SF","28","SAC","33","14","18.2","1.5","3.6",".417","0.5","2.1",".265","1.0","1.6",".615",".492","0.3","0.5",".667","0.2","2.0","2.2","0.5","0.5","0.5","0.6","1.5","3.9"
"213","Jared Harper","PG","24","NOP","2","0","5.0","1.5","3.5",".429","0.5","1.0",".500","1.0","2.5",".400",".500","0.0","0.0","","0.5","0.0","0.5","1.5","0.0","0.5","0.5","1.0","3.5"
"214","Montrezl Harrell","C","28","WAS","42","3","24.4","5.3","8.1",".653","0.1","0.3",".286","5.2","7.8",".669",".659","3.3","4.5",".725","2.2","4.8","7.0","2.1","0.4","0.7","1.0","1.9","13.9"
"215","Gary Harris","SG","27","ORL","43","30","29.6","4.3","9.5",".446","1.8","4.8",".371","2.5","4.8",".522",".539","1.3","1.5",".846","0.7","1.5","2.2","1.8","0.8","0.2","1.1","1.9","11.6"
"216","Joe Harris","SF","30","BRK","14","14","30.2","4.0","8.9",".452","2.9","6.3",".466","1.1","2.6",".417",".617","0.4","0.4",".833","0.4","3.6","4.0","1.0","0.5","0.1","1.1","2.2","11.3"
"217","Tobias Harris","PF","29","PHI","40","40","35.0","7.2","15.0",".476","1.2","3.6",".340","5.9","11.4",".519",".517","3.1","3.7",".856","1.1","6.4","7.5","3.7","0.7","0.6","1.7","2.0","18.7"
"218","Shaquille Harrison","SG","28","BRK","2","0","11.5","1.0","3.0",".333","0.0","1.0",".000","1.0","2.0",".500",".333","0.0","0.0","","0.5","1.5","2.0","1.5","0.5","0.5","1.0","1.5","2.0"
"219","Josh Hart","PF","26","NOP","39","38","33.4","4.8","9.5",".512","1.0","3.1",".328","3.8","6.3",".603",".566","2.7","3.7",".743","1.3","6.4","7.7","4.1","1.0","0.3","2.0","2.9","13.5"
"220","Isaiah Hartenstein","C","23","LAC","38","0","16.1","3.2","5.0",".635","0.1","0.1",".500","3.1","4.9",".638",".640","1.2","1.8",".662","1.6","2.7","4.3","1.8","0.7","1.2","1.1","2.6","7.6"
"221","Udonis Haslem","C","41","MIA","8","0","6.5","1.3","2.5",".500","0.1","0.3",".500","1.1","2.3",".500",".525","0.4","0.4","1.000","0.5","1.6","2.1","0.3","0.1","0.1","0.3","1.4","3.0"
"222","Sam Hauser","SF","24","BOS","9","0","4.0","0.3","1.4",".231","0.3","1.4",".231","0.0","0.0","",".346","0.0","0.0","","0.1","0.6","0.7","0.1","0.1","0.1","0.0","0.2","1.0"
"223","Jaxson Hayes","C","21","NOP","37","0","14.4","2.7","4.6",".592","0.1","0.5",".294","2.6","4.1",".625",".607","1.8","2.4",".753","1.4","2.2","3.5","0.4","0.4","0.6","0.8","2.1","7.4"
"224","Killian Hayes","PG","20","DET","37","33","25.5","2.2","6.5",".344","0.8","2.7",".290","1.5","3.8",".383",".405","1.0","1.2",".860","0.5","2.6","3.0","3.9","1.1","0.5","1.5","2.5","6.3"
"225","Gordon Hayward","SF","31","CHO","45","45","33.1","6.2","13.1",".471","1.8","4.6",".397","4.3","8.4",".512",".542","2.8","3.3",".846","0.8","3.9","4.7","3.7","1.0","0.5","1.7","1.8","17.0"
"226","Aaron Henry","SF","22","PHI","6","0","2.8","0.2","0.8",".200","0.0","0.2",".000","0.2","0.7",".250",".200","0.0","0.0","","0.0","0.2","0.2","0.0","0.0","0.3","0.3","0.3","0.3"
"227","Juancho Hernangómez","PF","26","TOT","21","0","5.9","0.3","1.4",".200","0.1","0.9",".158","0.1","0.5",".273",".250","0.3","0.4",".667","0.6","1.0","1.6","0.2","0.2","0.1","0.4","0.3","1.0"
"227","Juancho Hernangómez","PF","26","BOS","18","0","5.3","0.3","1.5",".185","0.2","1.0",".167","0.1","0.5",".222",".241","0.3","0.5",".667","0.5","0.9","1.4","0.2","0.2","0.1","0.3","0.4","1.1"
